power_coefficient_SI,power_exponent
61389752.3348251,2.62619735848941
583736.3537940898,2.2453933436238867
2080924.3354517256,2.350230143684973
29600214.087790404,2.5656337248622956
2039007.772367922,2.347448874210689
130510325.37087402,2.68819907732684
14276039.816837061,2.5065781653435892
100006035.89563866,2.665606649928022
974818.0988870224,2.2876825592535215
267402684.5241473,2.748534554837623
4208061.946183322,2.4070083996801053
94009793.63641071,2.661576710436539
33959477.709425636,2.5779971920001477
43206232.0780388,2.596415421829731
18044714.628539212,2.5272487651345794
23299674.83245337,2.5470630212818115
16296.734323704373,1.950814339976834
135234.3907169493,2.125654607884073
521862284.38804454,2.8016999166635457
24368216.77776131,2.5480374017335676
26466555.94055321,2.556359366827645
2388494.080029132,2.3622512447733577
166518907.93240327,2.708247290274455
6732945.914618948,2.4429829089182227
34762.54860460316,2.0121902580424296
4522626.503938413,2.41215306358934
4233010.487359788,2.405816724125923
39085824.61333698,2.591049272497366
14313732.487681678,2.507102079801568
3828615.510912244,2.4011205572863474
3593210.906087672,2.39342367388008
9545464.141898982,2.4718125191517344
4015807.7519403542,2.4002199291207558
954769.7971894842,2.2844340292854475
10296918.856572805,2.479966399428528
13302867.985578628,2.502898040057484
13117438.377545334,2.4987883630748184
47608036.55841738,2.605072509216756
10299334.996134974,2.4799811651029757
19036664.169590525,2.5328756936920724
555504443.9970992,2.807920679542813
21528653.84943893,2.5408986244942757
2586902.0020470787,2.3690031252187267
14747133.87704629,2.5098283211937233
96520501.80092232,2.6647980472624444
136625.12593003904,2.1261569479461055
20166669.963503707,2.5341870275788714
1731596.239949538,2.3331840635436785
366594.42270568723,2.2050478694936704
280797511.4387489,2.7522416713120923
93777.62187396963,2.0939796531902912
2383226.366394485,2.361705671244065
9595105.682481565,2.472930944065338
270281.1727243373,2.179405955479216
646060441.4903028,2.8207808222791035
24676.541648543778,1.9844300811165976
22154269.121912356,2.543457404182368
68255.59669648545,2.0671434424513624
18320801.7885019,2.5290357961074643
117840866.77238019,2.680344252476578
435134735.8505852,2.7872212117974966
4070166.4221613416,2.4037789921708734
660567466.9355708,2.820204027524588
12844720.688108843,2.500818775642801
1115210.7393702928,2.2958256875794643
